source, source.label, source.sort
"XX:8074","LBY - OS - World Development Indicators",1705
"BA:1352","LCA - LFS - Labour force survey",1706
"BX:7060","LCA - HS - Household or labour force survey",1707
"AA:1351","LCA - PC - Population Census",1708
"DA:1353","LCA - ES - Labour-related establishment survey",1709
"GA:2403","LCA - CPS - Consumer Price Index",1710
"XA:7861","LCA - ILO - ILO (2003), Report to the Government, Issues related to universal health care coverage in Saint Luci",1711
"XA:7895","LCA - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",1712
"XA:6513","LCA - ILO - ILO Social Security Inquiry Database",1713
"XA:2015","LCA - ILO - ILO Estimates and Projections",1714
"XX:8142","LCA - OS - World Development Indicators",1715
"XX:13970","LCA - OS - UNICEF and ILO calculations",1716
"AA:1354","LIE - PC - Population Census",1717
"EA:1355","LIE - OE - Official Estimates",1718
"EB:7782","LIE - Other - ASISP, Annual National Reports: Pensions, Health and Long-term Care",1719
"EB:1357","LIE - Other - Other official sources",1720
"FB:5927","LIE - ADM-EOR - Records of the Unemployment Insurance Office",1721
"FJ:335","LIE - ADM-PR - Population register",1722
"FX:1356","LIE - ADM - Other administrative records and related sources",1723
"XA:7860","LIE - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",1724
"XA:6452","LIE - ILO - ILO Social Security Inquiry Database",1725
"BA:1359","LKA - LFS - Sri Lanka Labour Force Survey",1726
"BB:7397","LKA - HIES - Household Income and Expenditure Survey",1727
"AA:1358","LKA - PC - Population Census",1728
"DA:1360","LKA - ES - Survey on Hours Actually Worked & Average Earnings",1729
"FF:197","LKA - ADM-LIR - Labour inspectorate records",1730
"FX:12974","LKA - ADM - Administrative Records of Bureau of Forein Employment, Foreign Employment Registration",1731
"FX:12975","LKA - ADM - Administrative Records of Dept. of Immigration and Emigration, migration data",1732
"FX:1362","LKA - ADM - Labour inspectorate records",1733
"FX:3286","LKA - ADM - Labour legislation",1734
"FX:661","LKA - ADM - Labour Statistics",1735
"GA:195","LKA - CPS - Consumer Price Index",1736
"XA:7857","LKA - ILO - ILO (2008), Social Security in Sri Lanka: Towards a social security floor as a new foundation for th",1737
"XA:7897","LKA - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",1738
"XA:6515","LKA - ILO - ILO Social Security Inquiry Database",1739
"XA:2017","LKA - ILO - ILO Estimates and Projections",1740
"XX:8097","LKA - OS - World Development Indicators",1741
"BA:13","LSO - LFS - Lesotho Integrated Labour Force Survey",1742
"BX:6645","LSO - HS - Continuous Multi-Purpose Household Survey",1743
"AA:1363","LSO - PC - Population Census",1744
"FI:15","LSO - ADM-RWO - Trade unions records",1745
"FX:13658","LSO - ADM - ISSA",1746
"FX:3239","LSO - ADM - Labour legislation",1747
"FX:1364","LSO - ADM - Other administrative records and related sources",1748
"GA:2405","LSO - CPS - Consumer Price Index",1749
"GA:14","LSO - CPS - Consumer Price Index - Main city",1750
"XA:7856","LSO - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",1751
"XA:6642","LSO - ILO - ILO Social Security Inquiry Database",1752
"XA:1920","LSO - ILO - ILO Estimates and Projections",1753
"XX:8144","LSO - OS - World Development Indicators",1754
"BA:2245","LTU - LFS - EU Labour Force Survey",1755
"BE:5900","LTU - LFS-ADJ - EU Labour Force Survey adjusted series",1756
"BA:185","LTU - LFS - Labour Force Survey",1757
"BX:13396","LTU - HS - European Health and Social Integration Survey",1758
"AA:1365","LTU - PC - Population Census",1759
"DA:1366","LTU - ES - Monthly Earnings Survey",1760
"DA:8335","LTU - ES - Labour-related establishment survey",1761
"DA:13352","LTU - ES - Labour Cost Survey",1762
"DA:12956","LTU - ES - Structure of Earnings Survey",1763
"DA:1367","LTU - ES - Statistical Survey On Strikes",1764
"EA:6394","LTU - OE - Annual Statistics on Earnings",1765
"EB:7787","LTU - Other - ASISP, Annual National Reports: Pensions, Health and Long-term Care",1766
"FJ:14081","LTU - ADM-PR - Population register",1767
"FF:313","LTU - ADM-LIR - Labour inspectorate records",1768
"EA:14080","LTU - OE - Migration statistics",1769
"FI:8270","LTU - ADM-RWO - Records of union confederations and independent unions",1770
"FX:3361","LTU - ADM - Labour legislation",1771
"GA:314","LTU - CPS - Consumer Price Index",1772
"XA:7854","LTU - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",1773
"XA:6516","LTU - ILO - ILO Social Security Inquiry Database",1774
"XA:1871","LTU - ILO - ILO Estimates and Projections",1775
"XX:8057","LTU - OS - World Development Indicators",1776
"XX:8271","LTU - OS - Estimations based on administrative data on enterprise bargaining",1777
"BA:2261","LUX - LFS - EU Labour Force Survey",1778
"BE:5889","LUX - LFS-ADJ - EU Labour Force Survey adjusted series",1779
"BA:186","LUX - LFS - Enquête sur les Forces de Travail",1780
"BB:6341","LUX - HIES - EU Statistics on Income and Living Conditions",1781
"BX:13389","LUX - HS - European Health and Social Integration Survey",1782
"AA:1370","LUX - PC - Recensements de population",1783
"CA:1371","LUX - EC - Enquête semestrielle sur les gains et la durée moyenne du travail offerte",1784
"DA:3111","LUX - ES - Enquête sur la structure des salaires",1785
"EA:190","LUX - OE - Estimations du STATEC",1786
"FA:315","LUX - ADM-IR - Fichiers de l'Association d'Assurance Accident",1787
"FA:189","LUX - ADM-IR - Fichiers de l'Inspection Générale de la Sécurité Sociale",1788
"FI:8272","LUX - ADM-RWO - Records of affiliated and independent unions",1789
"FX:7130","LUX - ADM - Administrative records and related sources",1790
"FJ:14069","LUX - ADM-PR - Registre national des personnes physiques",1791
"FX:3359","LUX - ADM - Labour legislation",1792
"GA:187","LUX - CPS - Indice des prix à la consommation",1793
"XA:7853","LUX - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",1794
"XA:6453","LUX - ILO - ILO Social Security Inquiry Database",1795
"XA:1922","LUX - ILO - ILO Estimates and Projections",1796
"XX:8146","LUX - OS - World Development Indicators",1797
"XX:8025","LUX - OS - OECD estimates",1798
"XX:8273","LUX - OS - Estimations based on administrative data",1799
"BA:2246","LVA - LFS - EU Labour Force Survey",1800
"BE:5880","LVA - LFS-ADJ - EU Labour Force Survey adjusted series",1801
"BA:391","LVA - LFS - Labour Force Survey",1802
"BX:13398","LVA - HS - European Health and Social Integration Survey",1803
"AA:1376","LVA - PC - Population Census",1804
"DA:7356","LVA - ES - Labour-related establishment survey",1805
"DA:12955","LVA - ES - Darba samaksas struktras apsekojums",1806
"DA:395","LVA - ES - Survey of economically active commercial companies, individual merchants, peasant or fishermen farms, budgetary institutions, foundations, associations or funds, as well as administrative data.",1807
"DA:393","LVA - ES - Other establishment survey",1808
"EB:7763","LVA - Other - WHO, Ke Xu et al (2009), Access to health care and the financial burden of out of the pocket health",1809
"FF:6340","LVA - ADM-LIR - Stata Labour Inspectorate report on activities",1810
"FI:637","LVA - ADM-RWO - Free Trade Union Confederation of Latvia and Trade Union's organizations records",1811
"FX:397","LVA - ADM - Administrative records",1812
"FX:3353","LVA - ADM - Labour legislation",1813
"GA:2408","LVA - CPS - Consumer Price Index",1814
"XA:7848","LVA - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",1815
"XA:6518","LVA - ILO - ILO Social Security Inquiry Database",1816
"XA:1835","LVA - ILO - ILO Estimates and Projections",1817
"XX:8099","LVA - OS - World Development Indicators",1818
"BA:241","MAC - LFS - Employment Survey",1819
"AA:1381","MAC - PC - Population Census",1820
"DA:1382","MAC - ES - Labour-related establishment survey",1821
"DA:3106","MAC - ES - Survey on Manpower Needs and Wages",1822
"FF:243","MAC - ADM-LIR - Labour Affairs Bureau, MSAR",1823
"FX:8336","MAC - ADM - Administrative records and related sources",1824
"GA:2415","MAC - CPS - Consumer Price Index",1825
"XA:6422","MAC - ILO - ILO Social Security Inquiry Database",1826
"XA:1924","MAC - ILO - ILO Estimates and Projections",1827
"BA:615","MAR - LFS - Enquête nationale sur l¿emploi",1828
"BB:7026","MAR - HIES - Household income and expenditure survey",1829
"AA:1383","MAR - PC - Recensements de population",1830
"DA:1384","MAR - ES - Enquête auprès des établissements, relative au travail",1831
"EA:616","MAR - OE - Projections de la population du Centre d¿Etudes et de Recherches Démographiques",1832
"FA:1385","MAR - ADM-IR - Fichiers des assurances",1833
"FB:1386","MAR - ADM-EOR - Demandeurs d'emploi enregistrés",1834
"FX:617","MAR - ADM - Fichiers de la Division du Contrôle de l'application de la législation du travail",1835
"FX:618","MAR - ADM - Fichiers de la Direction des Ressources Humaines et des Affaires Générales",1836
"FX:619","MAR - ADM - Fichiers des Délégations Régionales et Préfectorales de l'Emploi",1837
"FX:3351","MAR - ADM - Labour legislation",1838
"FX:1388","MAR - ADM - Autres fichiers administratifs et sources connexes (Lésions professionnelles)",1839
"FX:1387","MAR - ADM - Autres fichiers administratifs et sources connexes (Grèves et lock-out)",1840
"GA:2409","MAR - CPS - Indice du coût de la vie",1841
"XA:7847","MAR - ILO - ILO (2008), Decent work and social protection in six countries, Umbrella paper",1842
"XA:7904","MAR - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",1843
"XA:6520","MAR - ILO - ILO Social Security Inquiry Database",1844
"XA:2029","MAR - ILO - ILO Estimates and Projections",1845
"XX:8148","MAR - OS - World Development Indicators",1846
"AA:1389","MCO - PC - Recensement de la population",1847
"FA:7390","MCO - ADM-IR - Caisses Sociales de Monaco",1848
"XA:6455","MCO - ILO - ILO Social Security Inquiry Database",1849
"BA:571","MDA - LFS - Labour force survey",1850
"BB:572","MDA - HIES - Household Budget Survey",1851
"BX:6381","MDA - HS - School to work transition survey",1852
"DA:1390","MDA - ES - Survey on Employment, Remuneration and Hours of Work",1853
"EA:570","MDA - OE - Estimates based on Population census",1854
"EA:1391","MDA - OE - Official Estimates",1855
"EB:7767","MDA - Other - WHO, Moldova Health system review",1856
"FF:577","MDA - ADM-LIR - Labour inspectorate records",1857
"FI:638","MDA - ADM-RWO - Records of the National Trade Union Confederation of Moldova",1858
"FX:3349","MDA - ADM - Labour legislation",1859
"GA:573","MDA - CPS - Consumer Price Index",1860
"XA:7845","MDA - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",1861
"XA:6522","MDA - ILO - ILO Social Security Inquiry Database",1862
"XA:2031","MDA - ILO - ILO Estimates and Projections",1863
"XX:8076","MDA - OS - World Development Indicators",1864
"BA:7423","MDG - LFS - Enquête Nationale sur l'Emploi et le Secteur Informel",1865
"BA:1394","MDG - LFS - Enquête sur la population active",1866
"BC:2218","MDG - CLS - Child Labour Survey",1867
"BX:6379","MDG - HS - Enquête sur la transition de l'école vers la vie active",1868
"BX:7727","MDG - HS - Demographic and Health Survey",1869
"BX:220","MDG - HS - Enquête périodique auprès des ménages EPM/DSM",1870
"AA:1393","MDG - PC - Recensements de population",1871
"DA:1395","MDG - ES - Enquête auprès des établissements, relative au travail",1872
"EA:1396","MDG - OE - Estimations officielles",1873
"FB:1397","MDG - ADM-EOR - Statistiques du marché du travail",1874
"FX:1398","MDG - ADM - Fichiers administratifs et sources connexes",1875
"FX:3348","MDG - ADM - Labour legislation",1876
"GA:221","MDG - CPS - Indice des prix à la consommation",1877
"GA:8305","MDG - CPS - Indice des prix à la consommation - Européens",1878
"GA:2411","MDG - CPS - Indice des prix à la consommation - Africains",1879
"XA:7844","MDG - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",1880
"XA:6407","MDG - ILO - ILO Social Security Inquiry Database",1881
"XA:1848","MDG - ILO - ILO Estimates and Projections",1882
"XX:8150","MDG - OS - World Development Indicators",1883
"BB:704","MDV - HIES - Household Income and Expenditure Survey",1884
"AA:705","MDV - PC - Population and Housing Census",1885
"DA:8341","MDV - ES - Special data collection",1886
"FX:3346","MDV - ADM - Labour legislation",1887
"GA:2273","MDV - CPS - Consumer Price Index",1888
"XA:7841","MDV - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",1889
"XA:6524","MDV - ILO - ILO Social Security Inquiry Database",1890
"XA:1928","MDV - ILO - ILO Estimates and Projections",1891
"XX:8101","MDV - OS - World Development Indicators",1892
"XX:8023","MDV - OS - Ministry of Finance and Treasury",1893
"BA:463","MEX - LFS - Encuesta Nacional de Ocupación y Empleo",1894
"BB:7028","MEX - HIES - Encuesta Nacional de Ingresos y Gastos de los Hogares",1895
"BX:7408","MEX - HS - Encuesta nacional de empleo y seguridad social",1896
"AA:1399","MEX - PC - Censos de población",1897
"DA:1401","MEX - ES - Encuesta Industrial Mensual",1898
"EA:1402","MEX - OE - Estimaciones oficiales",1899
"FA:464","MEX - ADM-IR - Memoria Estadística del Instituto Mexicano del Seguro Social",1900
"FA:1404","MEX - ADM-IR - Registros de seguros (otro)",1901
"FX:465","MEX - ADM - Registros administrativos de la Junta Federal de Conciliación y Arbitraje",1902
"FX:462","MEX - ADM - Registros administrativos sobre relaciones laborales de jurisdicción local",1903
"FX:466","MEX - ADM - Registros administrativos de la Secretaría del Trabajo y Previsión Social",1904
"GA:2421","MEX - CPS - Indice nacional de precios al consumidor",1905
"JA:3443","MEX - SNA - Sistema de Cuentas Nacionales de México",1906
"XA:7913","MEX - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",1907
"XA:6457","MEX - ILO - ILO Social Security Inquiry Database",1908
"XA:1875","MEX - ILO - ILO Estimates and Projections",1909
"XA:3202","MEX - ILO - ILO SIALC Estimates",1910
"XX:8152","MEX - OS - World Development Indicators",1911
"XX:8021","MEX - OS - OECD estimates",1912
"XX:13993","MEX - OS - UNICEF and ILO calculations",1913
"BX:1407","MHL - HS - Community survey",1914
"AA:1406","MHL - PC - Population census",1915
"EA:72","MHL - OE - Social Security plus EPPSO estimates",1916
"GA:2293","MHL - CPS - Consumer Price Index",1917
"XA:7838","MHL - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",1918
"XA:6526","MHL - ILO - ILO Social Security Inquiry Database",1919
"BA:2239","MKD - LFS - EU Labour Force Survey",1920
"BA:501","MKD - LFS - Labour Force survey",1921
"BB:503","MKD - HIES - Household Budget Survey",1922
"BX:6378","MKD - HS - School to work transition survey",1923
"AA:1408","MKD - PC - Population Census",1924
"DA:3100","MKD - ES - Survey on employees and net wages",1925
"DA:2601","MKD - ES - Structure of Earnings Survey",1926
"EA:500","MKD - OE - Estimation of the Population",1927
"EB:7755","MKD - Other - European Commission, Maria Donevska et al (2007), Social Protection and Social Inclusion in the form",1928
"FB:1410","MKD - ADM-EOR - Records on employment, unemployment and unemployment benefit claimants",1929
"FX:8337","MKD - ADM - Administrative records and related sources",1930
"FX:3520","MKD - ADM - Administrative source",1931
"FX:13348","MKD - ADM - Labour legislation",1932
"FX:14107","MKD - ADM - Migration statistics, Ministry of Interior",1933
"GA:2412","MKD - CPS - Cost of Living Index",1934
"XA:7915","MKD - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",1935
"XA:6424","MKD - ILO - ILO Social Security Inquiry Database",1936
"XA:2039","MKD - ILO - ILO Estimates and Projections",1937
"XX:8065","MKD - OS - World Development Indicators",1938
"XX:13953","MKD - OS - UNICEF and ILO calculations",1939
"BX:12840","MLI - HS - Enquête Nationale sur l¿Emploi",1940
"BA:219","MLI - LFS - Enquête Emploi Permanente Auprès des Ménages (EPAM)",1941
"BA:1412","MLI - LFS - Enquête sur la population active",1942
"BC:2213","MLI - CLS - Child Labour Survey",1943
"BX:7083","MLI - HS - Household or labour force survey",1944
"AA:1411","MLI - PC - Recensement Général de la Population et de l'Habitat",1945
"EB:7756","MLI - Other - Boubacar Doumbia (2009), Contribution des Mutuelles de Santé à l'accès des populations aux soins de",1946
"FB:3505","MLI - ADM-EOR - Registre Officiel des Offres et Demandes d¿Emploi",1947
"FX:3343","MLI - ADM - Labour legislation",1948
"FX:1413","MLI - ADM - Autres fichiers administratifs et sources connexes",1949
"GA:8306","MLI - CPS - Indice des prix à la consommation",1950
"GA:2413","MLI - CPS - Consumer Price Index - Main city",1951
"XA:7823","MLI - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",1952
"XA:6528","MLI - ILO - ILO Social Security Inquiry Database",1953
"XA:1830","MLI - ILO - ILO Estimates and Projections",1954
"XX:8154","MLI - OS - World Development Indicators",1955
"XX:13995","MLI - OS - UNICEF and ILO calculations",1956
"BA:2248","MLT - LFS - EU Labour Force Survey",1957
"BE:5891","MLT - LFS-ADJ - EU Labour Force Survey adjusted series",1958
"BA:341","MLT - LFS - Labour Force Survey",1959
"BB:342","MLT - HIES - EU Statistics on Income and Living Conditions",1960
"BX:13386","MLT - HS - European Health and Social Integration Survey",1961
"AA:1414","MLT - PC - Population Census",1962
"CA:345","MLT - EC - Labour Cost Survey",1963
"DA:1415","MLT - ES - Labour-related establishment survey",1964
"DA:12953","MLT - ES - Structure of Earnings Survey",1965
"EA:340","MLT - OE - Estimates based on demographic surveys",1966
"EA:1416","MLT - OE - Official Estimates",1967
"EB:7783","MLT - Other - ASISP, Annual National Reports: Pensions, Health and Long-term Care",1968
"FB:1418","MLT - ADM-EOR - Registered unemployment records",1969
"FI:8274","MLT - ADM-RWO - Registrar of Trade Unions",1970
"FX:3338","MLT - ADM - Labour legislation",1971
"FX:1419","MLT - ADM - Other administrative records and related sources",1972
"FX:343","MLT - ADM - Records of Injury Benefits",1973
"FX:344","MLT - ADM - Records of the Department of Industrial and Employment Relations",1974
"GA:2418","MLT - CPS - Retail Price Index",1975
"XA:7813","MLT - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",1976
"XA:6459","MLT - ILO - ILO Social Security Inquiry Database",1977
"XA:1932","MLT - ILO - ILO Estimates and Projections",1978
"XX:8103","MLT - OS - World Development Indicators",1979
"BA:7009","MMR - LFS - Labour force survey",1980
"BX:7084","MMR - HS - Household or labour force survey",1981
"AA:1421","MMR - PC - Population Census",1982
"DA:1422","MMR - ES - Labour-related establishment survey",1983
"EA:1423","MMR - OE - Official Estimates",1984
"EB:6659","MMR - Other - Statistical Yearbook",1985
"FB:1424","MMR - ADM-EOR - Employment Exchange Statistics",1986
"FF:1425","MMR - ADM-LIR - Labour inspectorate records",1987
"FX:6670","MMR - ADM - Administrative records of the Ministry of Labour, Employment and Social Security",1988
"FX:1426","MMR - ADM - Other administrative records and related sources",1989
"GA:2414","MMR - CPS - Consumer Price Index",1990
"XA:6530","MMR - ILO - ILO Social Security Inquiry Database",1991
"XA:1877","MMR - ILO - ILO Estimates and Projections",1992
"BA:469","MNE - LFS - EU Labour Force Survey",1993
"AA:1427","MNE - PC - Population census",1994
"DA:470","MNE - ES - Survey on employees and wages",1995
"DA:13001","MNE - ES - Structure of Earnings Survey",1996
"BX:14073","MNE - HS - School to work transition survey",1997
"FB:5924","MNE - ADM-EOR - Records of the Employment Agency of Montenegro",1998
"FX:13349","MNE - ADM - Labour legislation",1999
"GA:2277","MNE - CPS - Consumer price surveys",2000
"XA:7815","MNE - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2001
"XA:6400","MNE - ILO - ILO Social Security Inquiry Database",2002
"XA:2234","MNE - ILO - ILO Estimates and Projections",2003
"XX:8156","MNE - OS - World Development Indicators",2004
"XX:8019","MNE - OS - World Bank, Mariapia Mendola et al (2007), The Impoverishing Effect of Adverse Health Events: Eviden",2005
"XX:8296","MNE - OS - Estimations based on administrative data",2006
"XX:13972","MNE - OS - UNICEF and ILO calculations",2007
"BA:702","MNG - LFS - Labour force survey",2008
"BB:7019","MNG - HIES - Household income and expenditure survey",2009
"AA:1428","MNG - PC - Population Census",2010
"DA:703","MNG - ES - Sample survey on average wages and salaries of employees",2011
"EA:1429","MNG - OE - Official Estimates",2012
"EB:7771","MNG - Other - Asian Development Bank (2011), Updating and Improving the Social Protection Index, Mongolia Country",2013
"FA:7391","MNG - ADM-IR - Report of the General Authority for Social insurance",2014
"FB:5923","MNG - ADM-EOR - Monthly report of the Ministry of Labour",2015
"FX:13332","MNG - ADM - Administrative records",2016
"FX:3336","MNG - ADM - Labour legislation",2017
"GA:2265","MNG - CPS - Consumer Price Index",2018
"XA:7811","MNG - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2019
"XA:6532","MNG - ILO - ILO Social Security Inquiry Database",2020
"XA:1934","MNG - ILO - ILO Estimates and Projections",2021
"XX:8078","MNG - OS - World Development Indicators",2022
"XX:13997","MNG - OS - UNICEF and ILO calculations",2023
"BA:1431","MNP - LFS - Labour force survey",2024
"AA:1430","MNP - PC - Population Census",2025
"GA:2297","MNP - CPS - Consumer Price Index",2026
"BA:7013","MOZ - LFS - Labour force survey",2027
"BB:8363","MOZ - HIES - Inquérito aos orçamentos familiares",2028
"BB:7018","MOZ - HIES - Household income and expenditure survey",2029
"BX:7404","MOZ - HS - People Security Survey",2030
"BX:2501","MOZ - HS - Inquérito Contínuo aos Agregados Familiares",2031
"AA:1432","MOZ - PC - Recensements de population",2032
"DA:1433","MOZ - ES - Enquête auprès des établissements, relative au travail",2033
"EA:108","MOZ - OE - Projections based on the Population and Household Census 1997",2034
"FX:3334","MOZ - ADM - Labour legislation",2035
"GA:2311","MOZ - CPS - Consumer Price Index",2036
"GA:12890","MOZ - CPS - Consumer Price Index - Main city",2037
"XA:7925","MOZ - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2038
"XA:8053","MOZ - ILO - ILO Social Health Protection Database",2039
"XA:6534","MOZ - ILO - ILO Social Security Inquiry Database",2040
"XA:1850","MOZ - ILO - ILO Estimates and Projections",2041
"XX:8158","MOZ - OS - World Development Indicators",2042
"BA:3506","MRT - LFS - Enquête nationale de référence sur l¿emploi et le secteur informel",2043
"AA:1434","MRT - PC - Recensement de la population",2044
"EA:7739","MRT - OE - Caisse Nationale d'Assurance Maladie",2045
"EA:1435","MRT - OE - Estimations officielles",2046
"FX:3333","MRT - ADM - Labour legislation",2047
"GA:2276","MRT - CPS - Indice des prix à la consommation",2048
"XA:7817","MRT - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2049
"XA:6426","MRT - ILO - ILO Social Security Inquiry Database",2050
"XA:1936","MRT - ILO - ILO Estimates and Projections",2051
"XX:8105","MRT - OS - World Development Indicators",2052
"XX:13961","MRT - OS - UNICEF and ILO calculations",2053
"AA:1436","MSR - PC - Population Census",2054
"EA:1437","MSR - OE - Official Estimates",2055
"GA:2417","MSR - CPS - Consumer Price Index",2056
"BA:1438","MTQ - LFS - Enquête emploi",2057
"AA:90","MTQ - PC - Recencement de la population dans les territoires d'outre-mer",2058
"DA:1439","MTQ - ES - Enquête auprès des établissements, relative au travail",2059
"EA:1440","MTQ - OE - Estimations officielles",2060
"FB:91","MTQ - ADM-EOR - Registres du Pôle emploi",2061
"GA:2416","MTQ - CPS - Indice des prix à la consommation",2062
"BA:6853","MTQ - LFS - Enquête emploi",2063
"BA:82","MUS - LFS - Continuous Multi-Purpose Household Survey",2064
"BB:2492","MUS - HIES - Household Budget Survey",2065
"AA:1441","MUS - PC - Population Census",2066
"DA:1442","MUS - ES - Survey of Employment and Earnings",2067
"EA:1443","MUS - OE - Official Estimates",2068
"FA:1444","MUS - ADM-IR - Insurance records",2069
"FA:2491","MUS - ADM-IR - Occupational Injuries",2070
"FB:1445","MUS - ADM-EOR - Registered unemployment",2071
"FI:81","MUS - ADM-RWO - Ministry of Labour, Industrial Relations and Employment - Registrar of Associations",2072
"FX:3330","MUS - ADM - Labour legislation",2073
"FX:792","MUS - ADM - Records of workers' and employers' organizations",2074
"GA:2419","MUS - CPS - Consumer Price Index",2075
"JA:2493","MUS - SNA - Census of economic activities and annual survey",2076
"XA:7928","MUS - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2077
"XA:6538","MUS - ILO - ILO Social Security Inquiry Database",2078
"XA:1938","MUS - ILO - ILO Estimates and Projections",2079
"XX:8160","MUS - OS - World Development Indicators",2080
"XX:8016","MUS - OS - UNDP Mauritius Case Study: Local Ownership of the MDGs",2081
"BA:1448","MWI - LFS - Labour Force Survey",2082
"BB:7392","MWI - HIES - Integrated Household Survey",2083
"BX:6380","MWI - HS - School to work transition survey",2084
"AA:1447","MWI - PC - Population Census",2085
"DA:1449","MWI - ES - Labour-related establishment survey",2086
"FA:1450","MWI - ADM-IR - Insurance records",2087
"FX:3328","MWI - ADM - Labour legislation",2088
"GA:8311","MWI - CPS - Consumer Price Index",2089
"GA:8310","MWI - CPS - Consumer Price Index - High income group",2090
"GA:2420","MWI - CPS - Consumer Price Index - Low income group",2091
"XA:7819","MWI - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2092
"XA:6409","MWI - ILO - ILO Social Security Inquiry Database",2093
"XA:1837","MWI - ILO - ILO Estimates and Projections",2094
"XX:8060","MWI - OS - World Development Indicators",2095
"XX:13999","MWI - OS - UNICEF and ILO calculations",2096
"BA:544","MYS - LFS - Labour Force Survey",2097
"BB:6354","MYS - HIES - Household Income Survey",2098
"DA:7341","MYS - ES - Salaries and Wages Survey",2099
"AA:539","MYS - PC - Population and Housing Census",2100
"DA:1462","MYS - ES - Survey of manufacturing industries",2101
"FA:1464","MYS - ADM-IR - Insurance records",2102
"FB:1465","MYS - ADM-EOR - Registered unemployment",2103
"FX:8338","MYS - ADM - Administrative records and related sources",2104
"FX:6674","MYS - ADM - Administrative records of the Immigration Bureau, Ministry of Home Affairs",2105
"FX:7385","MYS - ADM - Labour legislation",2106
"FX:1466","MYS - ADM - Labour relations records",2107
"FX:3523","MYS - ADM - Records of the Ministry of Human Resources",2108
"GA:546","MYS - CPS - Consumer Price Index",2109
"XA:7930","MYS - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2110
"XA:6428","MYS - ILO - ILO Social Security Inquiry Database",2111
"XA:1940","MYS - ILO - ILO Estimates and Projections",2112
"XX:8162","MYS - OS - World Development Indicators",2113
"XX:8015","MYS - OS - The United Nations Economic and Social Commission for Asia and the Pacific (ESCAP)",2114
"XX:8295","MYS - OS - Estimations based on administrative data",2115
"BA:1468","NAM - LFS - Labour force survey",2116
"BB:7017","NAM - HIES - Household income and expenditure survey",2117
"BX:7719","NAM - HS - Demographic and Health Survey",2118
"AA:1467","NAM - PC - Population Census",2119
"CA:1469","NAM - EC - Economic or establishment census",2120
"FA:1470","NAM - ADM-IR - Insurance records",2121
"FX:1471","NAM - ADM - Administrative records and related sources",2122
"GA:2292","NAM - CPS - Consumer Price Index",2123
"XA:7824","NAM - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2124
"XA:6544","NAM - ILO - ILO Social Security Inquiry Database",2125
"XA:1881","NAM - ILO - ILO Estimates and Projections",2126
"XX:8107","NAM - OS - World Development Indicators",2127
"AA:92","NCL - PC - Recensement de la population",2128
"FA:93","NCL - ADM-IR - Fichiers du Répertoire d'Identification des Entreprises et des Etablissements et de la Caisse de Compensation des Prestations Familiales",2129
"FB:1475","NCL - ADM-EOR - Statistiques de la demande d'emploi",2130
"FX:6360","NCL - ADM - Autres fichiers administratifs et sources connexes",2131
"GA:2423","NCL - CPS - Indice des prix de détail à la consommation",2132
"XA:6467","NCL - ILO - ILO Social Security Inquiry Database",2133
"XA:1942","NCL - ILO - ILO Estimates and Projections",2134
"BA:1477","NER - LFS - Enquête sur la population active",2135
"BB:13367","NER - HIES - Enquête Nationale sur les Conditions de Vie de Ménages",2136
"AA:1476","NER - PC - Recensement Général de la Population et de l'Habitat",2137
"DA:731","NER - ES - Rapport annuel d'activités de la Caisse Nationale de Sécurité Sociale",2138
"DA:733","NER - ES - Enquête auprès des établissements",2139
"EA:728","NER - OE - Source officielle de statistiques sur l'emploi",2140
"FA:1479","NER - ADM-IR - Fichiers des assurances",2141
"FX:3326","NER - ADM - Labour legislation",2142
"FX:1482","NER - ADM - Autres fichiers administratifs et sources connexes",2143
"BX:14102","NER - HS - Enquête Nationale sur la Migration",2144
"GA:13383","NER - CPS - Consumer Price Index",2145
